business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,Tuesday,Wednesday,Thursday,Friday,Saturday,hours,Monday,Sunday,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsPriceRange2,DogsAllowed,NoiseLevel,RestaurantsTakeOut,Caters,BikeParking,attributes,HappyHour,WheelchairAccessible,OutdoorSeating,RestaurantsGoodForGroups,Alcohol,RestaurantsReservations,GoodForKids,HasTV,RestaurantsAttire,DriveThru,WiFi,ByAppointmentOnly,BusinessAcceptsBitcoin,RestaurantsTableService,Corkage,BYOBCorkage,Smoking,CoatCheck,GoodForDancing,BYOB,AcceptsInsurance,Open24Hours,garage,street,validated,lot,valet,BusinessParking,Ambience,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual,Music,dj,background_music,no_music,jukebox,live,video,karaoke,GoodForMeal,dessert,latenight,lunch,dinner,brunch,breakfast,BestNights,monday,tuesday,friday,wednesday,thursday,sunday,saturday,DietaryRestrictions,dairy-free,gluten-free,vegan,kosher,halal,soy-free,vegetarian
qPej77sQc9p9uqIMNYhXaA,Cloud 9,"4400 Ashford Dunwoody Rd NE, Ste 1645",Atlanta,GA,30346,33.9232565,-84.3400292,2.5,7,0,"Food, Desserts, Coffee & Tea, Bakeries",10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,1,10:0-21:0,12:0-19:0,,True,1,,,,,,1,,,False,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
5zwnT52PKPGqEpmBZ9GbYA,Lupita Bakery,109 Shirley Ave,Revere,MA,02151,42.4079033214,-70.9967030766,3.0,6,1,"Bakeries, Food",,,,,,0,,,,,2,,,False,,False,1,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
asZ3_H14RkKEeNPXoMqyQw,Buttersweet Bakery,,Austin,TX,78701,30.2729209,-97.7443863,4.0,5,1,"Food, Bakeries",,,,,,0,,,,True,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
6yBizH8RnIYXk6vboLk3PA,Random Order Pie Bar,1800 NE Alberta St,Portland,OR,97211,45.5589826754,-122.6466879457,4.0,514,0,"Bars, Restaurants, Coffee & Tea, Bakeries, Food, Desserts, Nightlife",,7:30-21:30,7:30-23:30,7:30-23:30,7:30-23:30,1,7:30-21:30,7:30-21:30,None,True,1,True,u'average',None,True,True,1,True,,None,True,u'full_bar',False,,False,,False,'free',False,,,,,,,False,,,,False,True,False,False,False,1,1,False,True,False,False,False,False,False,True,True,1,False,False,False,False,False,False,False,0,,,,,,,1,False,False,True,False,True,False,True,0,,,,,,,
MgFQdSQPSYFb6psj3IAukA,Sciué Italian Bakery Caffé,1115 Melville St,Vancouver,BC,V6E 0A7,49.2869515,-123.1221841,3.0,20,1,"Breakfast & Brunch, Pizza, Coffee & Tea, Italian, Restaurants, Bakeries, Food, Cafes",6:30-16:0,6:30-16:0,6:30-16:0,6:30-16:0,,1,6:30-16:0,,True,,2,,u'quiet',True,True,True,1,,,True,True,u'full_bar',False,True,True,u'casual',,u'no',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,,False,False,False,True,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
xG8nb41yshMoYYSwe_JvMw,Ben & Jerry’s,"1265 Worcester St, Route 9 West",Natick,MA,01760,42.3000287,-71.3890834,3.5,50,1,"Desserts, Bakeries, Ice Cream & Frozen Yogurt, Food, Restaurants, Event Planning & Services, Custom Cakes, Caterers",12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:30,12:0-21:30,1,12:0-21:0,12:0-21:0,True,True,2,False,,True,True,True,1,,True,,,,,True,,,False,u'no',,False,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
pZ18urYcogimLxP_6ABHDg,White Rabbit Coffeehouse And Cafe,"11215 S IH 35, Ste 127",Austin,TX,78747,30.1373381402,-97.7957761288,3.5,16,0,"Bagels, Bakeries, Food, Coffee & Tea",6:30-16:30,6:30-16:30,6:30-16:30,6:30-16:30,7:30-16:0,1,6:30-16:30,,,True,1,,,,,,1,,,True,,,,,,,,u'free',,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
HA8vcoaLhqDM_1SdJYWT5Q,Grano Bakery and Market,1500 Washington St,Oregon City,OR,97045,45.362224,-122.598954,4.5,94,1,"Delis, Bakeries, Restaurants, Food, Grocery",7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,1,,7:0-16:0,False,True,1,,u'quiet',True,,,1,,,False,True,u'beer_and_wine',False,True,True,u'casual',,,,,False,,,,,,,,,False,True,False,,False,1,1,False,False,False,False,False,False,False,True,True,0,,,,,,,,1,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,
VTsR0bCHJ3LC6zrHGPLo-w,French Loaf,1456 W 5th Ave,Columbus,OH,43212,39.9888852,-83.0452818,4.0,32,0,"Bakeries, Food",7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-16:0,1,11:0-14:0,8:0-16:0,False,True,2,,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
-R_djOxD9Jd5qYqk06dKJA,Bakery Gingham,647 N High St,Columbus,OH,43215,39.9757221,-83.0033951,2.5,15,0,"Bakeries, Food",10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,1,,12:0-17:0,,True,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
pC_LcJ2LAaCvH3IN1POS2A,Starbucks,"8101 NE Parkway Dr, F",Vancouver,WA,98662,45.6547578902,-122.588752,3.5,29,1,"Food, Coffee & Tea, Bakeries",5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0,5:30-19:0,1,5:0-19:0,5:30-19:0,,True,1,,,True,False,True,1,,,True,,,,,,,,u'free',,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
_O6mrCDxC4akSV2STNqbNA,4 Rivers Smokehouse,874 W Osceola Pkwy,Kissimmee,FL,34741,28.3400141,-81.4112604,4.0,259,1,"Barbeque, Smokehouse, Salad, Restaurants, Southern, Food, Bakeries, Caterers, Sandwiches, Event Planning & Services, Desserts",11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,1,11:0-20:0,,True,True,2,False,'average',True,True,True,1,,True,True,True,'beer_and_wine',False,True,True,'casual',True,u'free',,,False,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,True,False,True,True,False,False,0,,,,,,,,0,,,,,,,
EwFdA1bvaiUi_WQqdFeIiw,Santana's Plaza Café,161 Main St,Everett,MA,02149,42.4062418835,-71.0620308283,4.5,74,1,"Bakeries, Food, Cafes, Brazilian, Breakfast & Brunch, Restaurants, Coffee & Tea",6:0-23:0,6:0-23:0,6:0-23:0,6:0-0:0,6:0-0:0,1,6:0-23:0,6:0-0:0,False,True,1,False,,True,True,True,1,,True,False,True,u'none',False,True,True,'casual',,'no',,False,False,,,,,,,,,False,True,False,True,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,True,False,False,False,0,,,,,,,,0,,,,,,,
m3BIGHPcbKZNnsfk7AUVzw,Starbucks,"1175 McVey Ave, Ste 7",Lake Oswego,OR,97034,45.406763,-122.676416,3.5,17,1,"Food, Coffee & Tea, Bagels, Bakeries",6:0-17:30,6:0-17:30,6:0-17:30,6:0-17:30,6:0-17:30,1,0:0-0:0,6:0-17:30,,True,2,,,True,,True,1,,,True,,,,,,,,'free',,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
hMX_-gdQx87WiSC7n6jtOg,Glutenus Minimus,697 Belmont St,Belmont,MA,02478,42.3804165,-71.1817732,4.0,62,0,"Restaurants, Food, Gluten-Free, Bakeries",8:30-18:0,8:30-18:0,8:30-18:0,8:30-18:0,9:0-16:0,1,8:30-15:0,,False,True,2,,u'quiet',True,True,True,1,,,False,False,u'none',False,True,False,u'casual',,u'no',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
r80r5mCj_QPl6wby4I2Olg,Treat Cupcake Bar,"49 Boylston St, Ste 4960",Chestnut Hill,MA,02467,42.3217483,-71.1707303,3.5,48,0,"Bakeries, Caterers, Food, Event Planning & Services, Coffee & Tea, Venues & Event Spaces, Cupcakes",10:0-20:0,10:0-20:0,10:0-20:0,10:0-22:0,10:0-22:0,1,10:0-20:0,11:0-20:0,False,True,2,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
FFC02nfYzACZoqObr6tP1g,Village Patisserie,1122 SE Tacoma St,Portland,OR,97202,45.464174,-122.654402,5.0,25,0,"Desserts, Food Trucks, Sandwiches, French, Bakeries, American (New), Restaurants, Food",11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,1,0:0-0:0,,True,True,1,True,u'average',True,False,True,1,,True,True,True,u'beer_and_wine',False,True,False,u'casual',,u'no',,False,False,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
favBYCzL6pam2SUCA_db8w,C. Krueger's Finest Baked Goods,749 N High St,Columbus,OH,43215,39.9777361,-83.0038752,5.0,27,0,"Food, Desserts, Bakeries, Coffee & Tea",10:0-18:0,10:0-18:0,10:0-18:0,10:0-20:0,10:0-20:0,1,11:0-17:0,10:0-17:0,True,True,,,u'quiet',True,True,,1,,True,False,,,,,,,,u'free',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
5khcOme3msVtnlB2ATY7IQ,European Breads Organic Crepe Cafe,1262 Burrard Street,Vancouver,BC,V6Z,49.2783678,-123.1302586,3.5,32,0,"Bakeries, Cafes, Creperies, Food, Restaurants",10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-18:0,1,10:0-16:0,10:0-18:0,False,,2,,u'quiet',True,False,True,1,,,False,True,,True,True,True,u'casual',,u'free',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
CyyAIVje4Ns3buPOWvfodQ,The Bee's Knees Sweet Treats,,Orlando,FL,32803,28.5542151,-81.3454417,5.0,16,0,"Bakeries, Specialty Food, Food, Chocolatiers & Shops, Desserts",9:0-20:0,9:0-20:0,9:0-15:0,9:0-20:0,9:0-20:0,1,9:0-15:0,9:0-20:0,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
OJxWVI_240DS1Xyb-JK-uw,San Francisco Bakery & Café,"2900 W Anderson Ln, Ste L",Austin,TX,78757,30.3594731453,-97.7355980968,4.0,355,1,"Bakeries, Restaurants, Food, Sandwiches",7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-15:0,1,7:0-16:0,,True,True,1,,u'average',True,False,True,1,False,,None,True,'none',False,True,False,'casual',,u'free',,,,,'no',,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,False,True,0,,,,,,,,0,,,,,,,
Lyb-wtHfWD7vOWCxdh3dyQ,Party City,880 Broadway,Saugus,MA,01906,42.4697568,-71.0242331,2.5,12,0,"Shopping, Bakeries, Event Planning & Services, Arts & Crafts, Costumes, Party Supplies, Food",9:30-20:30,9:30-20:30,9:30-21:0,9:30-21:0,8:30-20:30,1,9:30-20:30,10:0-18:0,,True,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
7gmWYbCPZRtGCq7W3egclw,The Sconery,3101 S Lamar Blvd,Austin,TX,78704,30.2413362,-97.7849132,5.0,6,1,"Food Delivery Services, Desserts, Food, Bakeries",,,,9:0-18:0,9:0-18:0,1,0:0-0:0,9:0-18:0,True,False,,False,,False,True,True,1,,True,,,,,,,,,,,False,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
LCyewI_7wrsro767VQ1whg,Kneaded Pleasures Cafe & Pizza,3573 Far W Blvd,Austin,TX,78731,30.3533776,-97.7548795,3.0,169,1,"Delis, Burgers, Bagels, Desserts, Restaurants, Ice Cream & Frozen Yogurt, Pizza, Sandwiches, Food, Bakeries, Coffee & Tea, Salad",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-16:0,1,0:0-0:0,8:0-15:0,True,True,1,,u'average',True,True,True,1,,,True,True,'none',False,True,False,'casual',,u'free',,False,,False,'no',,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,False,True,0,,,,,,,,0,,,,,,,
ButLmKZAzMQREc-lM6Do5w,Cheryl's,1641 W Lane Ave,Columbus,OH,43221,40.0065065117,-83.0542806724,3.5,18,1,"Food, Bakeries, Desserts",10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,1,10:0-19:0,12:0-17:0,True,True,1,,,True,True,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
HFpv-ScPzsKUhnoVcxuPGQ,Atlanta Cupcake Factory,624 N Highland Ave NE,Atlanta,GA,30306,33.7715073,-84.3527827,3.5,187,0,"Food, Bakeries, Desserts",11:0-18:0,11:0-19:0,11:0-19:0,12:0-20:0,12:0-20:0,1,,12:0-17:0,False,True,2,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
scRuSw2aJxUuiRfkmCDVhA,Five Daughters Bakery,"1170 Howell Mill Rd, Ste 100",Atlanta,GA,30318,33.7859263,-84.4119319,4.5,36,1,"Bakeries, Food, Donuts",8:0-20:0,8:0-20:0,8:0-20:0,8:0-21:0,9:0-21:0,1,8:0-20:0,9:0-20:0,True,True,,,,True,,,1,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
M6UIJ10i1go4w4R070_l8A,Winter Hill Bakery,318 Broadway,Somerville,MA,02145,42.392353,-71.093474,4.0,36,1,"Food, Bakeries",5:30-19:0,5:30-19:0,5:30-19:0,5:30-19:0,6:0-18:0,1,5:30-19:0,6:0-13:0,False,True,1,,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
zsQo7e2uZ1mlAMFdEd5OaA,Cake Cafe,368 Candler Rd SE,Atlanta,GA,30317,33.7423563,-84.2893776,3.0,42,0,"Bakeries, Food",10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,1,10:0-19:0,,True,True,2,,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
-WSwExRhKWRTfhWhRSEOGg,Cakes n Sweets,"2773 Barnet Highway, Unit 6",Coquitlam,BC,V3B 1C2,49.2783034,-122.8073134,3.5,20,1,"Bakeries, Desserts, Food",11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,9:0-18:0,1,,9:0-16:0,True,,2,,,True,True,True,1,,True,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
2cWFesrjo0ckh95l5OwThA,My Coffee Shop @ Eastlake,2462 Memorial Dr SE,Atlanta,GA,30317,33.7474574,-84.3063506,4.5,170,1,"American (Traditional), Coffee & Tea, Bakeries, Breakfast & Brunch, Food, Restaurants",,,8:0-14:0,8:0-14:0,8:0-14:0,1,,8:0-14:0,True,True,1,,u'average',True,True,True,1,False,True,True,True,'none',True,True,True,'casual',,u'free',,,True,,,,,,,,,False,True,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
yltigKbh1ZLDuIidV3iNQA,"Gigi's Cupcakes of Buckhead, Atlanta","3655 Roswell Rd, Ste 218",Atlanta,GA,30342,33.855392,-84.3813347,3.0,107,0,"Cupcakes, Bakeries, Desserts, Food",9:0-19:0,9:0-19:0,9:0-20:0,9:0-20:0,9:0-20:0,1,9:0-19:0,12:0-17:0,True,True,2,,,True,True,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
NEIYoUkbjByLWIQwh0rtJg,Mom's Dessert Café,14661 SW Teal Blvd,Beaverton,OR,97007,45.4408708,-122.8277626,3.5,6,0,"Desserts, Bakeries, Food",6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,1,6:0-19:0,8:0-17:0,,True,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
OpkUCJw4t7ZQXUxTdkCftg,Delish Gluten Free Bakery,203 - 1730 Coast Meridian Road,Port Coquitlam,BC,V3C 6R8,49.2471629,-122.7558756,3.5,12,1,"Bakeries, Food",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-15:0,1,8:0-18:0,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
ELC7lEt7Vw10UQ5u8PhePw,Farmland,415 Main St,Wakefield,MA,01880,42.5023645,-71.0701462,3.0,75,1,"Fruits & Veggies, Bakeries, Food, Specialty Food, Grocery",8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-19:0,1,8:0-20:0,8:0-18:0,False,True,2,,,True,True,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
lnPnwWk3KT-xfUhQwprAxg,Nemesis Dope Bakehouse,101 Carrie Cates Court,North Vancouver,BC,V7M 3J4,49.3109141702,-123.0805426679,4.0,23,1,"Restaurants, Cafes, Bakeries, Food",,,,,,0,,,,,2,,u'average',True,,,1,,,,,,,,,,,u'free',,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
pswfuYiHJPj5S1QvqNpqfA,Dough Mama,730 S High St,Columbus,OH,43202,39.9472461,-82.997534,4.5,13,1,"Food, Bakeries, Cafes, Restaurants, Comfort Food, Salad",,8:0-19:30,8:0-19:30,8:0-19:30,8:0-19:30,1,,8:0-19:30,,True,,,,True,,,1,,True,True,,u'none',,,False,,,,,,,False,,,,,False,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
vuj-_dmX845WIWKIluykjQ,Smallcakes,1949 Aloma Ave,Winter Park,FL,32792,28.6012336844,-81.3260476435,4.0,77,1,"Bakeries, Food, Cupcakes",12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,1,12:0-18:0,12:0-18:0,True,True,2,,,True,True,True,1,,True,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
2jjyXhxkyN1Unbrdf6AfzQ,Parable Coffee,677 Parsons Ave,Columbus,OH,43206,39.9499573895,-82.9826647228,5.0,7,1,"Food, Coffee & Tea, Restaurants, Cafes, Bakeries",,,,8:0-13:0,6:0-13:0,1,0:0-0:0,6:0-13:0,False,True,,False,,True,True,True,1,False,False,True,,u'none',False,,False,,,u'no',,False,False,,,,,,,,,False,True,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
yLWUprwVbsR8kSf9XdHw_w,Caffe Brioso,3907 NE Martin Luther King Jr Blvd,Portland,OR,97212,45.5510304,-122.6617722,4.0,12,0,"Bakeries, Coffee & Tea, Beer, Wine & Spirits, Food",7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,1,7:0-17:0,7:0-17:0,,True,1,,,,,,1,,,False,,,,,,,,u'free',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
4droZrSKvd4UmQvCayFj8A,JaCiva's Bakery,4733 SE Hawthorne Blvd,Portland,OR,97215,45.512317,-122.613401,4.0,204,1,"Candy Stores, Desserts, Specialty Food, Food, Bakeries, Chocolatiers & Shops, Coffee & Tea, Restaurants",9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,1,,,False,True,2,,,True,True,True,1,,,False,,,,,,,,u'free',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
QlqC2Q-91b6LFOkYgyYncw,Market Basket,"40 Federal St, Ste 107, Market Square",Lynn,MA,01905,42.4628256,-70.9670326,3.5,23,1,"Bakeries, Beer, Wine & Spirits, Grocery, Food",7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,1,7:0-21:0,7:0-19:0,False,True,1,,,True,False,,1,,,,True,,False,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
TqkE4sFWhWptW8sb5fxSQQ,Cake d'Arte,12616 Calistoga Way,Austin,TX,78732,30.3474579,-97.912164,5.0,8,1,"Food, Bakeries",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,1,9:0-17:0,,True,True,2,,,False,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
MmbmSc77aPWqHLeVwi-v6g,Alon's,1394 N Highland Ave NE,Atlanta,GA,30306,33.7925916,-84.3528494,4.0,368,1,"Desserts, Cafes, Specialty Food, Restaurants, Breakfast & Brunch, Sandwiches, Macarons, Food, Bakeries",9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,1,9:0-18:0,9:0-18:0,True,True,2,,u'average',True,True,True,1,False,True,True,False,'beer_and_wine',False,True,True,'casual',,'free',,,,False,'no',,,,,,,True,True,False,True,False,1,1,False,False,False,False,False,False,False,True,True,0,,,,,,,,1,False,False,True,False,False,False,0,,,,,,,,0,,,,,,,
XGusB0YAc4dvaiE8-5dM4A,Parziale's Bakery,80 Prince St,Boston,MA,02113,42.36534,-71.055832,4.5,105,1,"Bakeries, Food, Restaurants",6:0-18:0,6:0-18:0,6:0-19:0,6:0-20:0,6:0-20:0,1,6:0-18:0,6:0-14:0,False,False,1,,,True,,False,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
ce220bmgVxmw2O9TXdf6yg,Franz Bakery Outlet Store,18075 SW Tualatin Valley Hwy,Beaverton,OR,97006,45.4938784,-122.8631473,3.5,15,1,"Bakeries, Food, Restaurants",9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-17:0,1,9:0-18:0,10:0-16:0,False,True,1,,,False,,False,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
xXcsejRYjyWBh3e-eGGo4w,Contemporary Grounds,4600 N World Dr,Orlando,FL,32830,28.4146307182,-81.5743974491,3.5,10,1,"Coffee & Tea, Bakeries, Cafes, Food, Restaurants",6:0-16:0,6:0-16:0,6:0-16:0,6:0-22:0,6:0-22:0,1,0:0-0:0,6:0-22:0,False,True,2,,u'quiet',True,False,False,1,,,False,False,u'none',False,True,True,u'casual',,u'free',,,,,,,,,,,,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
B5SUVt2SY8WyzkCUuAo0EA,Create Your Cupcake,,Sandy Springs,GA,30358,33.921394,-84.3773943,4.0,10,1,"Food, Custom Cakes, Gluten-Free, Cupcakes, Event Planning & Services, Bakeries, Party & Event Planning, Restaurants, Desserts",9:0-17:0,9:0-17:0,9:0-17:0,,,1,,,True,True,2,,,False,True,False,1,,True,True,,u'none',,,False,,,u'free',,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
BeTCCdnyVJ6dc1ke0YEp6w,A Proper Garden,5840 Olentangy River Rd,Delaware,OH,43015,40.2162296,-83.0626485,3.0,20,1,"Home & Garden, Shopping, Bakeries, Restaurants, Food, Cafes",,,,,,0,,,,True,3,,,,,True,1,,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
i6tYcwgNzFN76rd6aUO37g,Verrill Farm,11 Wheeler Rd,Concord,MA,01742,42.4249275787,-71.3740542762,4.0,110,1,"Bakeries, Specialty Food, Active Life, Food, Restaurants, Farmers Market, Fruits & Veggies, Grocery, Delis",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,1,8:0-18:0,8:0-18:0,False,True,2,False,,True,True,True,1,,True,,,,,True,,,,,,False,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
dJOsggmNZtkCHiaC6_Ty6A,Friend Street Cafe,234 Friend St,Boston,MA,02114,42.3643864,-71.0609875,3.5,9,0,"Coffee & Tea, Internet Cafes, Bakeries, Food",,,,,,0,,,False,True,1,,,,,True,1,,,False,,,,,,,,'free',,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
